route_id,service_id,trip_id
16,1,423
16,1,424
16,1,425
16,1,426
16,1,427
16,1,428
16,1,429
16,1,430
16,1,431
16,1,432
16,1,433
16,1,434
16,1,435
16,1,436
16,1,437
16,1,438
16,1,439
16,1,440
16,1,441
16,1,442
16,1,443
16,1,444
16,1,445
16,1,446
16,1,447
16,1,448
16,1,449
16,1,450
16,1,451
16,1,452
16,1,453
16,1,454
16,1,455
16,1,456
16,1,457
16,1,458
16,1,459
16,1,460
16,1,461
16,1,462
16,1,463
16,1,464
16,1,465
16,1,466
16,1,467
16,1,468
16,1,469
16,1,470
16,1,471
16,1,472
16,1,473
16,1,474
16,1,475
16,1,476
16,1,477
16,1,478
16,1,479
16,1,480
16,1,481
16,1,482
16,1,483
16,1,484
16,1,485
16,1,486
16,1,487
16,1,488
16,1,489
16,1,490
16,1,491
16,1,492
16,1,493
16,1,494
16,1,495
16,1,496
16,1,497
16,1,498
16,1,499
16,1,500
16,1,501
16,1,502
16,1,503
16,1,504
16,1,505
16,1,506
16,1,507
16,1,508
16,1,509
16,1,510
16,1,511
16,1,512
16,1,513
16,1,514
16,1,515
16,1,516
16,1,517
16,1,518
16,1,519
16,1,520
16,1,521
16,1,522
16,1,523
16,1,524
16,1,525
16,1,526
16,1,527
16,1,528
16,1,529
16,1,530
16,1,531
16,1,532
16,1,533
16,1,534
16,1,535
16,1,536
16,1,537
16,1,538
16,1,539
16,1,540
16,1,541
16,1,542
17,1,543
17,1,544
17,1,545
17,1,546
17,1,547
17,1,548
17,1,549
17,1,550
17,1,551
17,1,552
17,1,553
17,1,554
17,1,555
17,1,556
17,1,557
17,1,558
17,1,559
17,1,560
17,1,561
18,1,562
18,1,563
18,1,564
18,1,565
18,1,566
18,1,567
18,1,568
18,1,569
18,1,570
18,1,571
18,1,572
18,1,573
18,1,574
18,1,575
18,1,576
18,1,577
18,1,578
18,1,579
18,1,580
19,1,581
19,1,582
19,1,583
19,1,584
19,1,585
19,1,586
19,1,587
19,1,588
19,1,589
19,1,590
19,1,591
19,1,592
19,1,593
19,1,594
19,1,595
19,1,596
19,1,597
19,1,598
19,1,599
19,1,600
19,1,601
19,1,602
19,1,603
19,1,604
19,1,605
19,1,606
19,1,607
19,1,608
19,1,609
19,1,610
19,1,611
19,1,612
19,1,613
19,1,614
19,1,615
19,1,616
19,1,617
19,1,618
19,1,619
19,1,620
19,1,621
19,1,622
19,1,623
19,1,624
19,1,625
19,1,626
19,1,627
19,1,628
19,1,629
19,1,630
19,1,631
19,1,632
19,1,633
19,1,634
19,1,635
19,1,636
19,1,637
19,1,638
19,1,639
19,1,640
19,1,641
19,1,642
19,1,643
19,1,644
19,1,645
19,1,646
19,1,647
19,1,648
19,1,649
19,1,650
19,1,651
19,1,652
19,1,653
19,1,654
19,1,655
19,1,656
19,1,657
19,1,658
19,1,659
19,1,660
19,1,661
19,1,662
19,1,663
19,1,664
19,1,665
19,1,666
19,1,667
19,1,668
19,1,669
19,1,670
19,1,671
19,1,672
19,1,673
19,1,674
19,1,675
19,1,676
19,1,677
19,1,678
19,1,679
19,1,680
19,1,681
19,1,682
19,1,683
19,1,684
19,1,685
19,1,686
19,1,687
19,1,688
19,1,689
19,1,690
19,1,691
19,1,692
19,1,693
19,1,694
19,1,695
19,1,696
19,1,697
19,1,698
19,1,699
19,1,700
19,1,701
19,1,702
19,1,703
19,1,704
19,1,705
19,1,706
19,1,707
19,1,708
19,1,709
19,1,710
19,1,711
19,1,712
19,1,713
20,1,714
20,1,715
20,1,716
20,1,717
20,1,718
20,1,719
20,1,720
20,1,721
20,1,722
20,1,723
20,1,724
20,1,725
20,1,726
20,1,727
20,1,728
20,1,729
20,1,730
20,1,731
20,1,732
21,1,733
21,1,734
21,1,735
21,1,736
21,1,737
21,1,738
21,1,739
21,1,740
21,1,741
21,1,742
21,1,743
21,1,744
21,1,745
21,1,746
21,1,747
21,1,748
21,1,749
21,1,750
21,1,751
22,1,752
22,1,753
22,1,754
22,1,755
22,1,756
22,1,757
22,1,758
22,1,759
22,1,760
22,1,761
22,1,762
22,1,763
22,1,764
22,1,765
22,1,766
22,1,767
22,1,768
22,1,769
22,1,770
22,1,771
22,1,772
22,1,773
22,1,774
22,1,775
22,1,776
22,1,777
22,1,778
22,1,779
22,1,780
22,1,781
22,1,782
22,1,783
22,1,784
22,1,785
22,1,786
22,1,787
22,1,788
22,1,789
22,1,790
22,1,791
22,1,792
22,1,793
22,1,794
22,1,795
23,1,796
23,1,797
23,1,798
23,1,799
23,1,800
23,1,801
23,1,802
23,1,803
23,1,804
23,1,805
23,1,806
23,1,807
23,1,808
23,1,809
23,1,810
23,1,811
23,1,812
23,1,813
23,1,814
23,1,815
23,1,816
23,1,817
23,1,818
23,1,819
23,1,820
23,1,821
23,1,822
23,1,823
23,1,824
23,1,825
23,1,826
23,1,827
23,1,828
23,1,829
23,1,830
23,1,831
23,1,832
23,1,833
23,1,834
23,1,835
23,1,836
23,1,837
23,1,838
23,1,839
24,1,840
24,1,841
24,1,842
24,1,843
24,1,844
24,1,845
24,1,846
24,1,847
24,1,848
24,1,849
24,1,850
25,1,851
25,1,852
25,1,853
25,1,854
25,1,855
25,1,856
25,1,857
25,1,858
25,1,859
25,1,860
25,1,861
26,1,862
26,1,863
26,1,864
26,1,865
26,1,866
26,1,867
26,1,868
26,1,869
26,1,870
26,1,871
26,1,872
26,1,873
26,1,874
26,1,875
26,1,876
26,1,877
26,1,878
26,1,879
26,1,880
26,1,881
26,1,882
26,1,883
26,1,884
26,1,885
26,1,886
26,1,887
26,1,888
26,1,889
26,1,890
26,1,891
26,1,892
26,1,893
26,1,894
26,1,895
26,1,896
26,1,897
26,1,898
26,1,899
26,1,900
26,1,901
26,1,902
26,1,903
26,1,904
26,1,905
26,1,906
26,1,907
26,1,908
26,1,909
26,1,910
26,1,911
26,1,912
26,1,913
26,1,914
26,1,915
26,1,916
26,1,917
26,1,918
26,1,919
26,1,920
26,1,921
26,1,922
26,1,923
26,1,924
26,1,925
26,1,926
26,1,927
26,1,928
26,1,929
26,1,930
26,1,931
26,1,932
26,1,933
26,1,934
26,1,935
26,1,936
26,1,937
26,1,938
26,1,939
26,1,940
26,1,941
26,1,942
26,1,943
26,1,944
26,1,945
27,1,946
27,1,947
27,1,948
27,1,949
27,1,950
27,1,951
27,1,952
27,1,953
27,1,954
27,1,955
27,1,956
27,1,957
27,1,958
27,1,959
27,1,960
27,1,961
27,1,962
27,1,963
27,1,964
27,1,965
27,1,966
27,1,967
27,1,968
27,1,969
27,1,970
27,1,971
27,1,972
27,1,973
27,1,974
27,1,975
27,1,976
27,1,977
27,1,978
27,1,979
27,1,980
27,1,981
27,1,982
27,1,983
27,1,984
27,1,985
27,1,986
27,1,987
27,1,988
27,1,989
27,1,990
27,1,991
27,1,992
27,1,993
27,1,994
27,1,995
27,1,996
27,1,997
27,1,998
27,1,999
27,1,1000
27,1,1001
27,1,1002
27,1,1003
27,1,1004
27,1,1005
27,1,1006
27,1,1007
27,1,1008
27,1,1009
27,1,1010
27,1,1011
27,1,1012
27,1,1013
27,1,1014
27,1,1015
27,1,1016
27,1,1017
27,1,1018
27,1,1019
27,1,1020
27,1,1021
27,1,1022
27,1,1023
27,1,1024
27,1,1025
27,1,1026
27,1,1027
27,1,1028
27,1,1029
28,1,1030
28,1,1031
28,1,1032
28,1,1033
28,1,1034
28,1,1035
28,1,1036
28,1,1037
28,1,1038
28,1,1039
28,1,1040
29,1,1041
29,1,1042
29,1,1043
29,1,1044
29,1,1045
29,1,1046
29,1,1047
29,1,1048
29,1,1049
29,1,1050
29,1,1051
30,1,1052
30,1,1053
30,1,1054
30,1,1055
30,1,1056
30,1,1057
30,1,1058
30,1,1059
30,1,1060
30,1,1061
30,1,1062
30,1,1063
30,1,1064
30,1,1065
30,1,1066
30,1,1067
31,1,1068
31,1,1069
31,1,1070
31,1,1071
31,1,1072
31,1,1073
31,1,1074
31,1,1075
31,1,1076
31,1,1077
31,1,1078
31,1,1079
31,1,1080
31,1,1081
31,1,1082
31,1,1083
32,1,1084
32,1,1085
32,1,1086
32,1,1087
32,1,1088
32,1,1089
32,1,1090
32,1,1091
32,1,1092
32,1,1093
32,1,1094
32,1,1095
32,1,1096
32,1,1097
32,1,1098
32,1,1099
32,1,1100
32,1,1101
33,1,1102
33,1,1103
33,1,1104
33,1,1105
33,1,1106
33,1,1107
33,1,1108
33,1,1109
33,1,1110
33,1,1111
33,1,1112
33,1,1113
33,1,1114
33,1,1115
33,1,1116
33,1,1117
33,1,1118
33,1,1119
34,1,1120
34,1,1121
34,1,1122
34,1,1123
34,1,1124
34,1,1125
34,1,1126
34,1,1127
34,1,1128
34,1,1129
34,1,1130
34,1,1131
34,1,1132
34,1,1133
34,1,1134
34,1,1135
34,1,1136
34,1,1137
34,1,1138
34,1,1139
34,1,1140
34,1,1141
34,1,1142
34,1,1143
34,1,1144
34,1,1145
34,1,1146
34,1,1147
34,1,1148
34,1,1149
34,1,1150
34,1,1151
34,1,1152
34,1,1153
34,1,1154
35,1,1155
35,1,1156
35,1,1157
35,1,1158
35,1,1159
35,1,1160
35,1,1161
35,1,1162
35,1,1163
35,1,1164
35,1,1165
35,1,1166
35,1,1167
35,1,1168
35,1,1169
35,1,1170
35,1,1171
35,1,1172
35,1,1173
35,1,1174
35,1,1175
35,1,1176
35,1,1177
35,1,1178
35,1,1179
35,1,1180
35,1,1181
35,1,1182
35,1,1183
35,1,1184
35,1,1185
35,1,1186
35,1,1187
35,1,1188
35,1,1189
36,1,1190
36,1,1191
36,1,1192
36,1,1193
36,1,1194
36,1,1195
36,1,1196
36,1,1197
36,1,1198
36,1,1199
36,1,1200
36,1,1201
36,1,1202
36,1,1203
36,1,1204
36,1,1205
36,1,1206
36,1,1207
36,1,1208
36,1,1209
36,1,1210
36,1,1211
36,1,1212
36,1,1213
36,1,1214
36,1,1215
36,1,1216
36,1,1217
36,1,1218
36,1,1219
36,1,1220
36,1,1221
36,1,1222
36,1,1223
36,1,1224
36,1,1225
36,1,1226
36,1,1227
36,1,1228
36,1,1229
36,1,1230
36,1,1231
36,1,1232
36,1,1233
36,1,1234
36,1,1235
36,1,1236
36,1,1237
36,1,1238
36,1,1239
36,1,1240
36,1,1241
36,1,1242
36,1,1243
36,1,1244
36,1,1245
36,1,1246
36,1,1247
36,1,1248
36,1,1249
36,1,1250
36,1,1251
36,1,1252
36,1,1253
36,1,1254
36,1,1255
36,1,1256
36,1,1257
36,1,1258
36,1,1259
36,1,1260
36,1,1261
36,1,1262
36,1,1263
36,1,1264
36,1,1265
36,1,1266
36,1,1267
36,1,1268
36,1,1269
36,1,1270
36,1,1271
36,1,1272
36,1,1273
36,1,1274
36,1,1275
36,1,1276
36,1,1277
36,1,1278
36,1,1279
36,1,1280
36,1,1281
36,1,1282
36,1,1283
36,1,1284
36,1,1285
36,1,1286
36,1,1287
36,1,1288
36,1,1289
36,1,1290
36,1,1291
36,1,1292
36,1,1293
36,1,1294
36,1,1295
36,1,1296
36,1,1297
37,1,1298
37,1,1299
37,1,1300
37,1,1301
37,1,1302
37,1,1303
37,1,1304
37,1,1305
37,1,1306
37,1,1307
37,1,1308
37,1,1309
37,1,1310
37,1,1311
37,1,1312
37,1,1313
37,1,1314
37,1,1315
37,1,1316
37,1,1317
37,1,1318
37,1,1319
37,1,1320
37,1,1321
37,1,1322
37,1,1323
37,1,1324
37,1,1325
37,1,1326
37,1,1327
37,1,1328
37,1,1329
37,1,1330
37,1,1331
37,1,1332
37,1,1333
37,1,1334
37,1,1335
37,1,1336
37,1,1337
37,1,1338
37,1,1339
37,1,1340
37,1,1341
37,1,1342
37,1,1343
37,1,1344
37,1,1345
37,1,1346
37,1,1347
37,1,1348
37,1,1349
37,1,1350
37,1,1351
37,1,1352
37,1,1353
37,1,1354
37,1,1355
37,1,1356
37,1,1357
37,1,1358
37,1,1359
37,1,1360
37,1,1361
37,1,1362
37,1,1363
37,1,1364
37,1,1365
37,1,1366
37,1,1367
37,1,1368
37,1,1369
37,1,1370
37,1,1371
37,1,1372
37,1,1373
37,1,1374
37,1,1375
37,1,1376
37,1,1377
37,1,1378
37,1,1379
37,1,1380
37,1,1381
37,1,1382
37,1,1383
37,1,1384
37,1,1385
37,1,1386
37,1,1387
37,1,1388
37,1,1389
37,1,1390
37,1,1391
37,1,1392
37,1,1393
37,1,1394
37,1,1395
37,1,1396
37,1,1397
37,1,1398
37,1,1399
37,1,1400
37,1,1401
37,1,1402
37,1,1403
37,1,1404
37,1,1405
38,1,1406
38,1,1407
38,1,1408
38,1,1409
38,1,1410
38,1,1411
38,1,1412
38,1,1413
38,1,1414
38,1,1415
38,1,1416
38,1,1417
38,1,1418
38,1,1419
38,1,1420
38,1,1421
38,1,1422
38,1,1423
38,1,1424
38,1,1425
38,1,1426
38,1,1427
38,1,1428
38,1,1429
38,1,1430
38,1,1431
38,1,1432
38,1,1433
38,1,1434
38,1,1435
39,1,1436
39,1,1437
39,1,1438
39,1,1439
39,1,1440
39,1,1441
39,1,1442
39,1,1443
39,1,1444
39,1,1445
39,1,1446
39,1,1447
39,1,1448
39,1,1449
39,1,1450
39,1,1451
39,1,1452
39,1,1453
39,1,1454
39,1,1455
39,1,1456
39,1,1457
39,1,1458
39,1,1459
39,1,1460
39,1,1461
39,1,1462
39,1,1463
39,1,1464
39,1,1465
40,1,1466
40,1,1467
40,1,1468
40,1,1469
40,1,1470
40,1,1471
40,1,1472
40,1,1473
40,1,1474
40,1,1475
40,1,1476
40,1,1477
40,1,1478
40,1,1479
40,1,1480
40,1,1481
40,1,1482
40,1,1483
40,1,1484
40,1,1485
40,1,1486
40,1,1487
40,1,1488
40,1,1489
40,1,1490
40,1,1491
40,1,1492
40,1,1493
40,1,1494
40,1,1495
40,1,1496
40,1,1497
40,1,1498
40,1,1499
40,1,1500
40,1,1501
40,1,1502
40,1,1503
40,1,1504
40,1,1505
40,1,1506
40,1,1507
40,1,1508
40,1,1509
40,1,1510
40,1,1511
40,1,1512
40,1,1513
40,1,1514
40,1,1515
40,1,1516
40,1,1517
40,1,1518
40,1,1519
40,1,1520
40,1,1521
40,1,1522
40,1,1523
40,1,1524
40,1,1525
40,1,1526
40,1,1527
40,1,1528
40,1,1529
41,1,1530
41,1,1531
41,1,1532
41,1,1533
41,1,1534
41,1,1535
41,1,1536
41,1,1537
42,1,1538
42,1,1539
42,1,1540
42,1,1541
42,1,1542
42,1,1543
42,1,1544
42,1,1545
43,1,1546
43,1,1547
43,1,1548
43,1,1549
43,1,1550
43,1,1551
43,1,1552
43,1,1553
43,1,1554
43,1,1555
43,1,1556
43,1,1557
43,1,1558
43,1,1559
43,1,1560
43,1,1561
43,1,1562
43,1,1563
43,1,1564
43,1,1565
43,1,1566
43,1,1567
43,1,1568
43,1,1569
43,1,1570
43,1,1571
43,1,1572
43,1,1573
43,1,1574
43,1,1575
43,1,1576
43,1,1577
43,1,1578
43,1,1579
43,1,1580
43,1,1581
43,1,1582
43,1,1583
43,1,1584
43,1,1585
43,1,1586
43,1,1587
43,1,1588
43,1,1589
43,1,1590
43,1,1591
43,1,1592
43,1,1593
43,1,1594
43,1,1595
43,1,1596
43,1,1597
43,1,1598
43,1,1599
43,1,1600
43,1,1601
43,1,1602
43,1,1603
43,1,1604
43,1,1605
43,1,1606
43,1,1607
43,1,1608
43,1,1609
44,1,1610
44,1,1611
44,1,1612
44,1,1613
44,1,1614
44,1,1615
44,1,1616
44,1,1617
44,1,1618
44,1,1619
44,1,1620
44,1,1621
44,1,1622
44,1,1623
44,1,1624
44,1,1625
44,1,1626
44,1,1627
44,1,1628
44,1,1629
44,1,1630
44,1,1631
44,1,1632
44,1,1633
44,1,1634
44,1,1635
44,1,1636
44,1,1637
44,1,1638
44,1,1639
44,1,1640
44,1,1641
44,1,1642
44,1,1643
44,1,1644
44,1,1645
44,1,1646
44,1,1647
44,1,1648
44,1,1649
44,1,1650
44,1,1651
44,1,1652
44,1,1653
44,1,1654
44,1,1655
44,1,1656
44,1,1657
44,1,1658
44,1,1659
44,1,1660
44,1,1661
44,1,1662
44,1,1663
44,1,1664
44,1,1665
44,1,1666
44,1,1667
44,1,1668
44,1,1669
44,1,1670
44,1,1671
44,1,1672
44,1,1673
44,1,1674
45,1,1675
45,1,1676
45,1,1677
45,1,1678
45,1,1679
45,1,1680
45,1,1681
45,1,1682
45,1,1683
45,1,1684
45,1,1685
45,1,1686
45,1,1687
45,1,1688
45,1,1689
45,1,1690
45,1,1691
45,1,1692
45,1,1693
45,1,1694
45,1,1695
45,1,1696
45,1,1697
45,1,1698
45,1,1699
45,1,1700
45,1,1701
45,1,1702
45,1,1703
45,1,1704
45,1,1705
45,1,1706
45,1,1707
45,1,1708
45,1,1709
45,1,1710
45,1,1711
45,1,1712
45,1,1713
45,1,1714
45,1,1715
45,1,1716
45,1,1717
45,1,1718
45,1,1719
45,1,1720
45,1,1721
45,1,1722
45,1,1723
45,1,1724
45,1,1725
45,1,1726
45,1,1727
45,1,1728
45,1,1729
45,1,1730
45,1,1731
45,1,1732
45,1,1733
45,1,1734
45,1,1735
45,1,1736
45,1,1737
45,1,1738
45,1,1739
46,1,1740
46,1,1741
46,1,1742
46,1,1743
46,1,1744
46,1,1745
46,1,1746
47,1,1747
47,1,1748
47,1,1749
47,1,1750
47,1,1751
47,1,1752
47,1,1753
48,1,1754
49,1,1755
50,1,1756
50,1,1757
50,1,1758
50,1,1759
50,1,1760
50,1,1761
51,1,1762
51,1,1763
52,1,1764
52,1,1765
53,1,1766
53,1,1767
53,1,1768
53,1,1769
53,1,1770
53,1,1771
54,1,1772
54,1,1773
54,1,1774
54,1,1775
55,1,1776
55,1,1777
55,1,1778
55,1,1779
56,1,1780
56,1,1781
56,1,1782
56,1,1783
57,1,1784
57,1,1785
57,1,1786
57,1,1787
58,1,1788
58,1,1789
59,1,1790
59,1,1791
60,1,1792
60,1,1793
61,1,1794
61,1,1795
62,1,1796
63,1,1797
64,1,1798
65,1,1799
66,1,1800
66,1,1801
66,1,1802
66,1,1803
66,1,1804
66,1,1805
66,1,1806
66,1,1807
66,1,1808
66,1,1809
66,1,1810
66,1,1811
66,1,1812
66,1,1813
66,1,1814
66,1,1815
66,1,1816
66,1,1817
66,1,1818
66,1,1819
66,1,1820
66,1,1821
66,1,1822
66,1,1823
66,1,1824
66,1,1825
66,1,1826
66,1,1827
66,1,1828
66,1,1829
66,1,1830
66,1,1831
66,1,1832
66,1,1833
66,1,1834
66,1,1835
67,1,1836
67,1,1837
67,1,1838
67,1,1839
67,1,1840
67,1,1841
67,1,1842
67,1,1843
67,1,1844
67,1,1845
67,1,1846
67,1,1847
67,1,1848
67,1,1849
67,1,1850
67,1,1851
67,1,1852
67,1,1853
67,1,1854
67,1,1855
67,1,1856
67,1,1857
67,1,1858
67,1,1859
67,1,1860
67,1,1861
67,1,1862
67,1,1863
67,1,1864
67,1,1865
67,1,1866
67,1,1867
67,1,1868
67,1,1869
67,1,1870
67,1,1871
68,1,1872
68,1,1873
68,1,1874
68,1,1875
68,1,1876
68,1,1877
68,1,1878
68,1,1879
68,1,1880
68,1,1881
68,1,1882
68,1,1883
68,1,1884
68,1,1885
68,1,1886
68,1,1887
68,1,1888
68,1,1889
68,1,1890
68,1,1891
68,1,1892
68,1,1893
68,1,1894
68,1,1895
69,1,1896
69,1,1897
69,1,1898
69,1,1899
69,1,1900
69,1,1901
69,1,1902
69,1,1903
69,1,1904
69,1,1905
69,1,1906
69,1,1907
69,1,1908
69,1,1909
69,1,1910
69,1,1911
69,1,1912
69,1,1913
69,1,1914
69,1,1915
69,1,1916
69,1,1917
69,1,1918
69,1,1919
70,1,1920
70,1,1921
70,1,1922
70,1,1923
71,1,1924
71,1,1925
72,1,1926
72,1,1927
73,1,1928
73,1,1929
73,1,1930
73,1,1931
73,1,1932
73,1,1933
73,1,1934
73,1,1935
73,1,1936
73,1,1937
73,1,1938
73,1,1939
73,1,1940
73,1,1941
73,1,1942
73,1,1943
73,1,1944
73,1,1945
73,1,1946
73,1,1947
73,1,1948
73,1,1949
73,1,1950
73,1,1951
74,1,1952
74,1,1953
74,1,1954
74,1,1955
74,1,1956
74,1,1957
74,1,1958
75,1,1959
75,1,1960
75,1,1961
75,1,1962
75,1,1963
76,1,1964
76,1,1965
76,1,1966
76,1,1967
76,1,1968
76,1,1969
76,1,1970
76,1,1971
76,1,1972
76,1,1973
76,1,1974
76,1,1975
76,1,1976
76,1,1977
76,1,1978
76,1,1979
76,1,1980
76,1,1981
76,1,1982
76,1,1983
76,1,1984
76,1,1985
76,1,1986
76,1,1987
76,1,1988
76,1,1989
77,1,1990
78,1,1991
78,1,1992
79,1,1993
80,1,1994
81,1,1995
82,1,1996
82,1,1997
83,1,1998
83,1,1999
83,1,2000
83,1,2001
83,1,2002
83,1,2003
83,1,2004
83,1,2005
83,1,2006
83,1,2007
83,1,2008
83,1,2009
83,1,2010
83,1,2011
83,1,2012
83,1,2013
83,1,2014
83,1,2015
83,1,2016
83,1,2017
83,1,2018
83,1,2019
83,1,2020
83,1,2021
83,1,2022
83,1,2023
83,1,2024
83,1,2025
83,1,2026
83,1,2027
83,1,2028
83,1,2029
83,1,2030
83,1,2031
83,1,2032
83,1,2033
83,1,2034
83,1,2035
83,1,2036
83,1,2037
83,1,2038
83,1,2039
83,1,2040
83,1,2041
83,1,2042
83,1,2043
83,1,2044
83,1,2045
83,1,2046
83,1,2047
83,1,2048
83,1,2049
83,1,2050
83,1,2051
83,1,2052
83,1,2053
83,1,2054
83,1,2055
83,1,2056
83,1,2057
83,1,2058
83,1,2059
83,1,2060
83,1,2061
83,1,2062
83,1,2063
83,1,2064
83,1,2065
83,1,2066
83,1,2067
83,1,2068
83,1,2069
83,1,2070
83,1,2071
83,1,2072
83,1,2073
83,1,2074
83,1,2075
83,1,2076
83,1,2077
83,1,2078
83,1,2079
83,1,2080
83,1,2081
84,1,2082
84,1,2083
84,1,2084
84,1,2085
84,1,2086
84,1,2087
84,1,2088
84,1,2089
84,1,2090
84,1,2091
84,1,2092
84,1,2093
84,1,2094
84,1,2095
84,1,2096
84,1,2097
84,1,2098
84,1,2099
84,1,2100
84,1,2101
84,1,2102
84,1,2103
84,1,2104
84,1,2105
84,1,2106
84,1,2107
84,1,2108
84,1,2109
84,1,2110
84,1,2111
84,1,2112
84,1,2113
84,1,2114
84,1,2115
84,1,2116
84,1,2117
84,1,2118
84,1,2119
84,1,2120
84,1,2121
84,1,2122
84,1,2123
84,1,2124
84,1,2125
84,1,2126
84,1,2127
84,1,2128
84,1,2129
84,1,2130
84,1,2131
84,1,2132
84,1,2133
84,1,2134
84,1,2135
84,1,2136
84,1,2137
84,1,2138
